Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition,Broad.phase.of.flight,Decade,Flight.Category,Year
2006-05-19,"vaughn, wa",united states,non-fatal,substantial,airplane,ercoupe (eng & research corp.),415-c,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2006
2006-05-19,"carson city, nv",united states,non-fatal,substantial,airplane,piper,pa-24-250,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2006
2006-05-19,"la porte, tx",united states,non-fatal,substantial,airplane,piper,pa-38-112,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-19,"anchorage, ak",united states,non-fatal,substantial,Unknown,helio,h-250,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-19,"naknek, ak",united states,non-fatal,substantial,Unknown,piper,pa-18,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2006
2006-05-19,"indiantown, fl",united states,non-fatal,substantial,helicopter,robinson,r-44,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-19,"winchester, ar",united states,non-fatal,destroyed,airplane,ayres,s2r-t34,no,1.0,turbo prop,aerial application,vmc,takeoff,2000,Aerial Work,2006
2006-05-20,"hamilton, mt",united states,non-fatal,substantial,airplane,cessna,172m,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-20,"columbia, ca",united states,non-fatal,substantial,airplane,cessna,a185f,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-20,"jennings, la",united states,non-fatal,substantial,Unknown,boeing,a75,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-20,"marietta, ok",united states,non-fatal,substantial,airplane,piper,pa-28-161,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-20,"ardmore, ok",united states,non-fatal,substantial,airplane,cessna,150m,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2006
2006-05-20,"verdigre, ne",united states,non-fatal,substantial,airplane,cirrus design corp.,sr22,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-20,"crossville, tn",united states,non-fatal,substantial,airplane,ercoupe,415c,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2006
2006-05-21,"west glacier, mt",united states,non-fatal,substantial,airplane,cessna,170b,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-21,"weslaco, tx",united states,non-fatal,substantial,airplane,cessna,p210n,no,1.0,reciprocating,ferry,vmc,cruise,2000,Commercial,2006
2006-05-21,"lake wales, fl",united states,non-fatal,substantial,Unknown,boeing,a75-l3,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-22,"levelland, tx",united states,fatal(2),destroyed,Unknown,cessna,150f,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2006
2006-05-23,"laconia, nh",united states,non-fatal,substantial,airplane,piper,pa-32-260,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-23,"soledad, ca",united states,non-fatal,substantial,helicopter,bell,47-g5,no,1.0,reciprocating,aerial application,vmc,maneuvering,2000,Aerial Work,2006
2006-05-23,"melbourne, ar",united states,non-fatal,substantial,airplane,maule,mx-7-180b,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-23,"indianapolis, in",united states,non-fatal,substantial,airplane,cessna,172sp,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-23,"lexington, tn",united states,non-fatal,substantial,airplane,cessna,172l,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-23,"hollywood, fl",united states,non-fatal,substantial,airplane,piper,j-3,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2006
2006-05-23,"sterling, ak",united states,non-fatal,substantial,airplane,cessna,180,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-23,"st. augustine, fl",united states,incident,minor,Unknown,cessna,172s,no,1.0,reciprocating,ferry,vmc,takeoff,2000,Commercial,2006
2006-05-23,"blacksburg, sc",united states,non-fatal,destroyed,Unknown,mooney,m20e,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-24,"tangier island, va",united states,non-fatal,substantial,airplane,piper,pa-28-280,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-24,"buckeye, az",united states,non-fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-25,"sebring, fl",united states,non-fatal,substantial,Unknown,tecnam,p92 super echo,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2006
2006-05-25,"hale, mi",united states,non-fatal,substantial,Unknown,piper,pa-28r-200,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-25,"flushing, mi",united states,non-fatal,substantial,Unknown,maule,mt-7-235,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-25,"anchorage, ak",united states,non-fatal,substantial,airplane,cessna,180,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-26,"oxnard, ca",united states,non-fatal,substantial,Unknown,piper,pa-28-151,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-26,"eagar, az",united states,non-fatal,substantial,Unknown,piper,pa-28-140,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2006
2006-05-26,"edna, tx",united states,fatal(2),substantial,Unknown,aviat,a-1b,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2006
2006-05-26,"bishopville, sc",united states,non-fatal,substantial,Unknown,cessna,150m,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2006
2006-05-26,"concord, nc",united states,non-fatal,substantial,Unknown,hughes,269a,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2006
2006-05-26,"willow, ak",united states,non-fatal,substantial,airplane,grumman,g-44,no,2.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-27,"justin, tx",united states,non-fatal,substantial,airplane,taylorcraft,bc12-d,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2006
2006-05-27,"brevard, nc",united states,non-fatal,substantial,airplane,beech,b36tc,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-27,"burney, ca",united states,fatal(3),destroyed,Unknown,cessna,t182t,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2006
2006-05-28,"vineyard haven, ma",united states,non-fatal,substantial,Unknown,cessna,c-172n,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-28,"mattituck, ny",united states,non-fatal,substantial,Unknown,hughes,369hs,no,1.0,turbo shaft,personal,vmc,maneuvering,2000,General Aviation,2006
2006-05-28,"sanford, me",united states,non-fatal,substantial,helicopter,robinson,r-22,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2006
2006-05-28,"payson, az",united states,non-fatal,substantial,Unknown,diamond,hk 36 ttc,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2006
2006-05-28,"wailuku, hi",united states,non-fatal,substantial,helicopter,robinson,r44,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-28,"payne springs, tx",united states,non-fatal,substantial,Unknown,robinson,r44,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2006
2006-05-28,"berlin center, oh",united states,fatal(1),substantial,Unknown,hughes,269a,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2006
2006-05-28,"wasilla, ak",united states,non-fatal,substantial,airplane,piper,pa-12,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-29,"goshen, ny",united states,non-fatal,substantial,Unknown,eurocopter,as-350ba,no,1.0,turbo shaft,personal,vmc,cruise,2000,General Aviation,2006
2006-05-29,"south hill, va",united states,non-fatal,substantial,airplane,boeing,a75n1,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-29,"mount pocono, pa",united states,non-fatal,substantial,airplane,maule,m-5-180c,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-29,"old town, me",united states,non-fatal,substantial,airplane,piper,j3c,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2006
2006-05-29,"linden, nj",united states,non-fatal,substantial,airplane,christen industries,a-1,no,1.0,reciprocating,personal,vmc,standing,2000,General Aviation,2006
2006-05-29,"tuckerman, ar",united states,non-fatal,substantial,airplane,air tractor,at-802,no,1.0,turbo prop,aerial application,vmc,climb,2000,Aerial Work,2006
2006-05-29,"wichita falls, tx",united states,non-fatal,substantial,airplane,mooney,m20j,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-29,"muddy gap, wy",united states,non-fatal,substantial,Unknown,garlick helicopters inc,oh- 58c,no,1.0,turbo shaft,aerial observation,vmc,approach,2000,Aerial Work,2006
2006-05-29,"west bend, wi",united states,non-fatal,substantial,airplane,stys,t-bird sport,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2006
2006-05-29,"gadsden, al",united states,non-fatal,substantial,airplane,bellanca,7eca,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2006
2006-05-30,"aurora, or",united states,non-fatal,substantial,Unknown,cessna,206h,no,1.0,reciprocating,public aircraft - federal,vmc,taxi,2000,Government,2006
2006-05-30,"bountiful, ut",united states,non-fatal,substantial,airplane,grumman,aa-1b,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2006
2006-05-30,"hagerstown, md",united states,non-fatal,substantial,Unknown,classic aircraft corp.,waco ymf,no,1.0,reciprocating,business,vmc,takeoff,2000,General Aviation,2006
2006-05-30,"leesburg, va",united states,non-fatal,substantial,airplane,flight design,gmbh,no,1.0,reciprocating,business,vmc,takeoff,2000,General Aviation,2006
2006-05-30,"kissimmee, fl",united states,non-fatal,substantial,airplane,cessna,172r,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2006
2006-05-30,"holbrook, az",united states,non-fatal,substantial,airplane,waco classic aircraft corp.,ymf 5c,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2006
2006-05-30,"grand isle 43aa, gm",united states,incident,substantial,Unknown,bell,206l-3,no,1.0,turbo shaft,positioning,vmc,standing,2000,Commercial,2006
